date;start;final;high;low
30.12.2014;9.883,10;9.805,55;9.886,78;9.805,55
29.12.2014;9.914,87;9.927,13;9.927,85;9.775,45
23.12.2014;9.887,24;9.922,11;9.922,11;9.848,06
22.12.2014;9.827,26;9.865,76;9.924,01;9.826,55
19.12.2014;9.901,26;9.786,96;9.901,26;9.688,66
18.12.2014;9.711,61;9.811,06;9.811,06;9.671,18
17.12.2014;9.455,74;9.544,43;9.589,25;9.429,40
16.12.2014;9.366,56;9.563,89;9.567,09;9.219,05
15.12.2014;9.599,82;9.334,01;9.678,26;9.330,99
12.12.2014;9.794,20;9.594,73;9.799,65;9.586,22
11.12.2014;9.770,66;9.862,53;9.907,82;9.763,41
10.12.2014;9.859,78;9.799,73;9.909,39;9.775,39
09.12.2014;9.904,58;9.793,71;9.951,66;9.786,38
08.12.2014;10.060,91;10.014,99;10.084,95;10.014,99
05.12.2014;9.931,96;10.087,12;10.093,03;9.929,47
04.12.2014;9.998,85;9.851,35;10.083,74;9.835,42
03.12.2014;9.978,89;9.971,79;9.993,85;9.930,53
02.12.2014;9.983,79;9.934,08;10.038,21;9.910,21
01.12.2014;9.915,74;9.963,51;9.979,08;9.906,42
28.11.2014;9.990,70;9.980,85;9.990,70;9.902,40
27.11.2014;9.934,78;9.974,87;9.992,67;9.920,86
26.11.2014;9.894,60;9.915,56;9.942,67;9.868,35
25.11.2014;9.790,03;9.861,21;9.921,46;9.787,26
24.11.2014;9.722,31;9.785,54;9.832,41;9.711,77
21.11.2014;9.521,24;9.732,55;9.736,14;9.508,17
20.11.2014;9.460,40;9.483,97;9.487,69;9.382,23
19.11.2014;9.462,05;9.472,80;9.521,73;9.439,16
18.11.2014;9.323,75;9.456,53;9.461,53;9.323,52
17.11.2014;9.162,27;9.306,35;9.331,32;9.161,60
14.11.2014;9.272,36;9.252,94;9.284,13;9.184,46
13.11.2014;9.260,53;9.248,51;9.311,00;9.170,28
12.11.2014;9.339,68;9.210,96;9.359,37;9.189,63
11.11.2014;9.374,36;9.369,03;9.400,90;9.324,77
10.11.2014;9.233,87;9.351,87;9.351,87;9.222,57
07.11.2014;9.406,16;9.291,83;9.414,32;9.239,11
06.11.2014;9.284,97;9.377,41;9.467,36;9.268,63
05.11.2014;9.238,07;9.315,48;9.329,07;9.226,34
04.11.2014;9.244,09;9.166,47;9.317,92;9.148,78
03.11.2014;9.305,73;9.251,70;9.343,64;9.236,18
31.10.2014;9.283,40;9.326,87;9.339,33;9.217,00
30.10.2014;9.091,13;9.114,84;9.146,95;8.899,90
29.10.2014;9.139,00;9.082,81;9.157,63;9.072,64
28.10.2014;8.983,06;9.068,19;9.077,89;8.968,59
27.10.2014;9.080,80;8.902,61;9.085,64;8.837,66
24.10.2014;9.008,60;8.987,80;9.044,85;8.955,59
23.10.2014;8.873,54;9.047,31;9.068,12;8.820,89
22.10.2014;8.934,54;8.940,14;8.957,16;8.861,44
21.10.2014;8.693,06;8.886,96;8.889,78;8.644,71
20.10.2014;8.819,26;8.717,76;8.834,73;8.682,59
17.10.2014;8.629,16;8.850,27;8.850,27;8.588,42
16.10.2014;8.623,28;8.582,90;8.662,86;8.354,97
15.10.2014;8.838,68;8.571,95;8.847,85;8.555,73
14.10.2014;8.765,36;8.825,21;8.854,39;8.701,44
13.10.2014;8.703,85;8.812,43;8.872,40;8.699,60
10.10.2014;8.924,58;8.788,81;8.958,66;8.788,21
09.10.2014;9.082,66;9.005,02;9.140,29;8.975,06
08.10.2014;9.027,90;8.995,33;9.064,88;8.960,43
07.10.2014;9.164,77;9.086,21;9.170,24;9.080,35
06.10.2014;9.341,05;9.209,51;9.343,65;9.185,86
02.10.2014;9.363,28;9.195,68;9.412,62;9.195,68
01.10.2014;9.454,04;9.382,03;9.520,97;9.357,55
30.09.2014;9.446,81;9.474,30;9.495,00;9.404,89
29.09.2014;9.495,58;9.422,91;9.504,98;9.369,62
26.09.2014;9.500,55;9.490,55;9.545,34;9.454,88
25.09.2014;9.644,36;9.510,01;9.718,11;9.482,54
24.09.2014;9.598,77;9.661,97;9.669,45;9.534,77
23.09.2014;9.713,40;9.595,03;9.719,66;9.589,03
22.09.2014;9.748,53;9.749,54;9.812,77;9.735,69
19.09.2014;9.849,43;9.799,26;9.891,20;9.799,24
18.09.2014;9.703,10;9.798,13;9.798,13;9.686,43
17.09.2014;9.672,98;9.661,50;9.695,44;9.649,99
16.09.2014;9.644,28;9.632,93;9.644,88;9.588,65
15.09.2014;9.603,97;9.659,63;9.682,46;9.600,15
12.09.2014;9.706,59;9.651,13;9.706,59;9.617,70
11.09.2014;9.729,89;9.691,28;9.732,83;9.630,67
10.09.2014;9.672,45;9.700,17;9.723,08;9.635,50
09.09.2014;9.737,56;9.710,70;9.769,21;9.695,44
08.09.2014;9.767,90;9.758,03;9.773,70;9.721,71
05.09.2014;9.714,24;9.747,02;9.774,65;9.691,44
04.09.2014;9.591,43;9.724,26;9.732,78;9.539,92
03.09.2014;9.541,02;9.626,49;9.683,10;9.528,72
02.09.2014;9.525,15;9.507,02;9.578,50;9.485,24
01.09.2014;9.484,53;9.479,03;9.500,20;9.424,78
29.08.2014;9.483,42;9.470,17;9.517,95;9.369,40
28.08.2014;9.545,21;9.462,56;9.546,81;9.417,16
27.08.2014;9.583,98;9.569,71;9.600,85;9.546,55
26.08.2014;9.481,56;9.588,15;9.591,72;9.446,37
25.08.2014;9.456,67;9.510,14;9.510,14;9.424,11
22.08.2014;9.390,29;9.339,17;9.414,39;9.291,93
21.08.2014;9.328,71;9.401,53;9.405,93;9.278,86
20.08.2014;9.329,89;9.314,57;9.333,68;9.247,84
19.08.2014;9.276,19;9.334,28;9.350,27;9.276,18
18.08.2014;9.220,99;9.245,33;9.261,65;9.195,11
15.08.2014;9.239,00;9.092,60;9.324,57;9.067,58
14.08.2014;9.161,81;9.225,10;9.265,92;9.149,41
13.08.2014;9.133,84;9.198,88;9.213,61;9.118,15
12.08.2014;9.166,92;9.069,47;9.171,94;9.050,00
11.08.2014;9.106,67;9.180,74;9.199,00;9.089,31
08.08.2014;8.928,19;9.009,32;9.061,00;8.903,49
07.08.2014;9.081,29;9.038,97;9.166,04;9.025,82
06.08.2014;9.084,52;9.130,04;9.166,21;9.030,72
05.08.2014;9.186,03;9.189,74;9.237,14;9.152,38
04.08.2014;9.222,05;9.154,14;9.243,23;9.130,34
01.08.2014;9.379,74;9.210,08;9.394,48;9.185,41
31.07.2014;9.576,16;9.407,48;9.582,74;9.395,35
30.07.2014;9.646,43;9.593,68;9.704,01;9.572,90
29.07.2014;9.607,10;9.653,63;9.692,33;9.573,48
28.07.2014;9.660,71;9.598,17;9.665,05;9.527,59
25.07.2014;9.770,24;9.644,01;9.794,85;9.620,58
24.07.2014;9.772,15;9.794,06;9.810,47;9.674,68
23.07.2014;9.727,43;9.753,56;9.802,06;9.723,98
22.07.2014;9.682,21;9.734,33;9.735,71;9.647,74
21.07.2014;9.711,68;9.612,05;9.717,70;9.597,62
18.07.2014;9.703,67;9.720,02;9.721,08;9.655,51
17.07.2014;9.819,45;9.753,88;9.845,85;9.743,62
16.07.2014;9.747,88;9.859,27;9.871,58;9.747,52
15.07.2014;9.764,69;9.719,41;9.788,71;9.711,86
14.07.2014;9.710,92;9.783,01;9.793,78;9.693,89
11.07.2014;9.672,17;9.666,34;9.708,43;9.623,36
10.07.2014;9.807,25;9.659,13;9.807,25;9.617,59
09.07.2014;9.789,05;9.808,20;9.817,47;9.752,79
08.07.2014;9.918,27;9.772,67;9.920,78;9.772,14
07.07.2014;9.992,13;9.906,07;10.015,36;9.905,60
04.07.2014;10.028,71;10.009,08;10.030,81;10.007,40
03.07.2014;9.910,47;10.029,43;10.032,28;9.907,01
02.07.2014;9.913,00;9.911,27;9.936,39;9.890,11
01.07.2014;9.853,74;9.902,41;9.902,41;9.835,74
30.06.2014;9.833,85;9.833,07;9.889,49;9.800,08
27.06.2014;9.818,46;9.815,17;9.836,68;9.791,13
26.06.2014;9.894,55;9.804,90;9.898,38;9.749,75
25.06.2014;9.883,78;9.867,75;9.914,12;9.836,46
24.06.2014;9.938,64;9.938,08;9.948,59;9.899,47
23.06.2014;9.991,40;9.920,92;9.993,02;9.885,96
20.06.2014;9.995,50;9.987,24;10.050,98;9.987,24
19.06.2014;10.018,91;10.004,00;10.023,55;9.993,03
18.06.2014;9.932,04;9.930,33;9.964,02;9.922,07
17.06.2014;9.915,20;9.920,32;9.982,89;9.861,29
16.06.2014;9.885,97;9.883,98;9.925,85;9.872,77
13.06.2014;9.920,49;9.912,87;9.944,57;9.829,09
12.06.2014;9.950,52;9.938,70;9.970,38;9.917,61
11.06.2014;10.022,99;9.949,81;10.024,84;9.921,26
10.06.2014;9.998,51;10.028,80;10.033,74;9.987,69
09.06.2014;9.994,40;10.008,63;10.009,60;9.985,87
06.06.2014;9.954,01;9.987,19;10.000,92;9.941,65
05.06.2014;9.929,41;9.947,83;10.013,69;9.896,09
04.06.2014;9.903,82;9.926,67;9.928,96;9.866,97
03.06.2014;9.949,96;9.919,74;9.954,78;9.887,01
02.06.2014;9.986,86;9.950,12;9.992,33;9.907,77
30.05.2014;9.926,73;9.943,27;9.970,77;9.924,63
29.05.2014;9.937,66;9.938,90;9.956,24;9.917,97
28.05.2014;9.950,74;9.939,17;9.957,87;9.898,26
27.05.2014;9.893,33;9.940,82;9.951,90;9.879,64
26.05.2014;9.826,91;9.892,82;9.893,81;9.821,68
23.05.2014;9.722,63;9.768,01;9.779,59;9.704,75
22.05.2014;9.731,45;9.720,91;9.734,14;9.689,13
21.05.2014;9.615,86;9.697,87;9.709,91;9.583,56
20.05.2014;9.644,80;9.639,08;9.685,56;9.613,91
19.05.2014;9.607,32;9.659,39;9.676,52;9.534,56
16.05.2014;9.646,56;9.629,10;9.670,90;9.577,90
15.05.2014;9.741,25;9.656,05;9.810,29;9.631,57
14.05.2014;9.765,62;9.754,39;9.772,09;9.733,21
13.05.2014;9.751,05;9.754,43;9.783,72;9.732,34
12.05.2014;9.608,93;9.702,46;9.710,34;9.587,14
09.05.2014;9.591,32;9.581,45;9.602,86;9.558,11
08.05.2014;9.547,27;9.607,40;9.622,30;9.487,57
07.05.2014;9.418,50;9.521,30;9.554,35;9.410,08
06.05.2014;9.570,25;9.467,53;9.571,63;9.440,47
05.05.2014;9.536,38;9.529,50;9.548,17;9.407,09
02.05.2014;9.611,79;9.556,02;9.627,38;9.533,30
30.04.2014;9.576,93;9.603,23;9.618,98;9.561,06
29.04.2014;9.521,65;9.584,12;9.596,42;9.480,57
28.04.2014;9.454,84;9.446,36;9.496,84;9.407,65
25.04.2014;9.474,79;9.401,55;9.501,91;9.367,42
24.04.2014;9.597,07;9.548,68;9.645,06;9.410,33
23.04.2014;9.602,12;9.544,19;9.607,84;9.539,62
22.04.2014;9.455,52;9.600,09;9.602,57;9.439,66
17.04.2014;9.311,03;9.409,71;9.417,82;9.277,36
16.04.2014;9.252,30;9.317,82;9.318,97;9.221,48
15.04.2014;9.324,84;9.173,71;9.344,85;9.166,53
14.04.2014;9.248,86;9.339,17;9.339,17;9.214,18
11.04.2014;9.351,20;9.315,29;9.390,44;9.259,43
10.04.2014;9.556,70;9.454,54;9.581,48;9.440,99
09.04.2014;9.506,75;9.506,35;9.542,31;9.480,96
08.04.2014;9.525,07;9.490,79;9.525,94;9.391,86
07.04.2014;9.585,52;9.510,85;9.608,20;9.496,67
04.04.2014;9.641,96;9.695,77;9.721,50;9.627,74
03.04.2014;9.620,87;9.628,82;9.689,52;9.591,89
02.04.2014;9.628,76;9.623,36;9.645,60;9.608,46
01.04.2014;9.601,96;9.603,71;9.631,06;9.574,63
31.03.2014;9.621,92;9.555,91;9.634,82;9.543,09
28.03.2014;9.487,12;9.587,19;9.587,19;9.484,90
27.03.2014;9.428,91;9.451,21;9.469,39;9.397,98
26.03.2014;9.367,53;9.448,58;9.488,74;9.360,30
25.03.2014;9.223,92;9.338,40;9.372,07;9.223,90
24.03.2014;9.349,52;9.188,77;9.358,95;9.181,37
21.03.2014;9.300,66;9.342,94;9.376,94;9.288,15
20.03.2014;9.215,70;9.296,12;9.296,90;9.156,63
19.03.2014;9.262,71;9.277,05;9.325,93;9.221,59
18.03.2014;9.172,05;9.242,55;9.315,07;9.105,69
17.03.2014;9.047,49;9.180,89;9.197,81;9.047,49
14.03.2014;8.939,18;9.056,41;9.094,24;8.913,27
13.03.2014;9.200,12;9.017,79;9.226,96;9.017,35
12.03.2014;9.257,13;9.188,69;9.267,10;9.142,54
11.03.2014;9.295,32;9.307,79;9.375,29;9.259,18
10.03.2014;9.305,51;9.265,50;9.382,98;9.216,07
07.03.2014;9.538,45;9.350,75;9.543,24;9.346,82
06.03.2014;9.577,35;9.542,87;9.587,44;9.505,32
05.03.2014;9.562,39;9.542,02;9.599,00;9.534,43
04.03.2014;9.453,77;9.589,15;9.590,11;9.421,16
03.03.2014;9.553,08;9.358,89;9.554,17;9.358,73
28.02.2014;9.592,90;9.692,08;9.692,08;9.566,04
27.02.2014;9.660,55;9.588,33;9.672,82;9.497,78
26.02.2014;9.708,50;9.661,73;9.720,66;9.612,52
25.02.2014;9.676,56;9.699,35;9.710,95;9.628,72
24.02.2014;9.619,64;9.708,94;9.708,94;9.602,95
21.02.2014;9.665,08;9.656,95;9.666,15;9.598,03
20.02.2014;9.524,58;9.618,85;9.618,85;9.504,18
19.02.2014;9.641,45;9.660,05;9.695,86;9.596,42
18.02.2014;9.674,80;9.659,78;9.690,97;9.614,40
17.02.2014;9.661,80;9.656,76;9.682,19;9.645,51
14.02.2014;9.615,52;9.662,40;9.677,53;9.593,37
13.02.2014;9.522,66;9.596,77;9.600,64;9.479,86
12.02.2014;9.505,12;9.540,00;9.594,85;9.501,96
11.02.2014;9.338,80;9.478,77;9.478,77;9.338,01
10.02.2014;9.331,71;9.289,86;9.346,13;9.280,18
07.02.2014;9.275,38;9.301,92;9.323,24;9.223,21
06.02.2014;9.166,46;9.256,58;9.274,46;9.128,97
05.02.2014;9.105,28;9.116,32;9.154,72;9.080,87
04.02.2014;9.126,46;9.127,91;9.166,98;9.071,25
03.02.2014;9.318,77;9.186,52;9.357,58;9.173,56
31.01.2014;9.339,84;9.306,48;9.346,79;9.166,05
30.01.2014;9.343,51;9.373,48;9.415,48;9.266,95
29.01.2014;9.507,35;9.336,73;9.537,63;9.221,30
28.01.2014;9.405,53;9.406,91;9.427,59;9.345,76
27.01.2014;9.389,17;9.349,22;9.402,72;9.310,99
24.01.2014;9.646,65;9.392,02;9.664,24;9.374,08
23.01.2014;9.690,51;9.631,04;9.728,78;9.596,49
22.01.2014;9.752,11;9.720,11;9.765,63;9.677,14
21.01.2014;9.751,98;9.730,12;9.794,05;9.714,02
20.01.2014;9.713,20;9.715,90;9.733,40;9.672,32
17.01.2014;9.718,20;9.742,96;9.789,89;9.709,14
16.01.2014;9.742,21;9.717,71;9.747,37;9.702,97
15.01.2014;9.590,57;9.733,81;9.747,40;9.582,10
14.01.2014;9.391,46;9.540,51;9.540,51;9.381,94
13.01.2014;9.497,92;9.510,17;9.519,30;9.457,31
10.01.2014;9.473,87;9.473,24;9.529,70;9.441,25
09.01.2014;9.492,24;9.421,61;9.549,50;9.402,80
08.01.2014;9.512,79;9.497,84;9.516,26;9.467,95
07.01.2014;9.446,25;9.506,20;9.518,72;9.416,86
06.01.2014;9.419,44;9.428,00;9.468,80;9.399,81
03.01.2014;9.409,66;9.435,15;9.453,48;9.367,99
02.01.2014;9.598,25;9.400,04;9.620,93;9.394,21
30.12.2013;9.586,53;9.552,16;9.594,35;9.552,16
27.12.2013;9.558,55;9.589,39;9.589,39;9.548,89
23.12.2013;9.436,49;9.488,82;9.488,82;9.427,54
20.12.2013;9.371,08;9.400,18;9.413,09;9.352,98
19.12.2013;9.279,68;9.335,74;9.351,90;9.257,24
18.12.2013;9.145,35;9.181,75;9.190,73;9.122,05
17.12.2013;9.142,75;9.085,12;9.161,80;9.085,12
16.12.2013;9.004,62;9.163,56;9.187,78;8.997,75
13.12.2013;9.016,78;9.006,46;9.046,63;8.990,58
12.12.2013;9.032,67;9.017,00;9.060,54;8.984,28
11.12.2013;9.093,26;9.077,11;9.153,14;9.065,51
10.12.2013;9.180,29;9.114,44;9.223,73;9.091,97
09.12.2013;9.218,81;9.195,17;9.225,53;9.171,36
06.12.2013;9.126,15;9.172,41;9.195,75;9.084,12
05.12.2013;9.110,53;9.084,95;9.172,16;9.078,00
04.12.2013;9.246,89;9.140,63;9.253,13;9.069,82
03.12.2013;9.398,19;9.223,40;9.404,17;9.223,13
02.12.2013;9.412,95;9.401,96;9.424,83;9.384,12
29.11.2013;9.378,55;9.405,30;9.424,62;9.376,58
28.11.2013;9.359,50;9.387,37;9.399,63;9.358,77
27.11.2013;9.308,96;9.351,13;9.363,48;9.295,56
26.11.2013;9.297,65;9.290,07;9.316,62;9.287,30
25.11.2013;9.258,22;9.299,95;9.323,44;9.252,73
22.11.2013;9.210,69;9.219,04;9.230,16;9.168,92
21.11.2013;9.127,89;9.196,08;9.210,67;9.117,09
20.11.2013;9.175,64;9.202,07;9.236,78;9.162,84
19.11.2013;9.197,47;9.193,29;9.217,36;9.179,25
18.11.2013;9.154,23;9.225,43;9.253,68;9.140,51
15.11.2013;9.157,60;9.168,69;9.188,47;9.133,51
14.11.2013;9.137,48;9.149,66;9.151,35;9.101,29
13.11.2013;9.056,71;9.054,83;9.074,56;8.981,09
12.11.2013;9.102,99;9.076,48;9.124,24;9.073,93
11.11.2013;9.081,58;9.107,86;9.124,24;9.064,61
08.11.2013;9.036,59;9.078,28;9.079,05;8.986,49
07.11.2013;9.038,47;9.081,03;9.193,98;9.026,09
06.11.2013;9.030,47;9.040,87;9.065,96;9.021,84
05.11.2013;9.036,18;9.009,11;9.041,97;8.962,42
04.11.2013;9.035,91;9.037,23;9.053,93;9.019,31
01.11.2013;9.032,29;9.007,83;9.048,10;8.992,90
31.10.2013;8.985,48;9.033,92;9.037,41;8.976,37
30.10.2013;9.030,31;9.010,27;9.070,17;8.996,25
29.10.2013;8.965,75;9.022,04;9.022,21;8.965,75
28.10.2013;9.013,05;8.978,65;9.017,95;8.950,21
25.10.2013;8.952,78;8.985,74;9.010,65;8.944,14
24.10.2013;8.968,50;8.980,63;8.987,04;8.950,81
23.10.2013;8.906,91;8.919,86;8.932,91;8.897,50
22.10.2013;8.853,87;8.947,46;8.987,63;8.849,16
21.10.2013;8.828,47;8.867,22;8.876,14;8.827,23
18.10.2013;8.849,77;8.865,10;8.865,10;8.804,81
17.10.2013;8.817,11;8.811,98;8.829,79;8.765,47
16.10.2013;8.792,99;8.846,00;8.861,28;8.781,00
15.10.2013;8.757,13;8.804,44;8.820,98;8.757,09
14.10.2013;8.688,45;8.723,81;8.727,58;8.675,95
11.10.2013;8.705,03;8.724,83;8.729,33;8.695,76
10.10.2013;8.563,39;8.685,77;8.694,17;8.547,72
09.10.2013;8.541,08;8.516,69;8.589,64;8.489,62
08.10.2013;8.591,02;8.555,89;8.610,01;8.551,69
07.10.2013;8.557,04;8.591,58;8.604,86;8.510,42
04.10.2013;8.590,91;8.622,97;8.639,74;8.570,21
03.10.2013;8.647,86;8.597,91;8.654,79;8.590,46
02.10.2013;8.650,71;8.629,42;8.672,26;8.581,02
01.10.2013;8.618,59;8.689,14;8.691,85;8.612,23
30.09.2013;8.562,85;8.594,40;8.606,71;8.546,72
27.09.2013;8.672,82;8.661,51;8.691,48;8.611,45
26.09.2013;8.678,82;8.664,10;8.688,49;8.628,61
25.09.2013;8.655,04;8.665,63;8.681,99;8.609,95
24.09.2013;8.645,24;8.664,60;8.672,08;8.633,21
23.09.2013;8.682,94;8.635,29;8.699,47;8.605,59
20.09.2013;8.693,32;8.675,73;8.713,78;8.666,49
19.09.2013;8.735,11;8.694,18;8.770,10;8.665,75
18.09.2013;8.617,45;8.636,06;8.645,90;8.594,65
17.09.2013;8.595,56;8.596,95;8.613,89;8.585,04
16.09.2013;8.599,65;8.613,00;8.626,11;8.578,01
13.09.2013;8.461,31;8.509,42;8.518,18;8.456,84
12.09.2013;8.509,49;8.494,00;8.516,98;8.466,61
11.09.2013;8.453,32;8.495,73;8.502,79;8.446,69
10.09.2013;8.357,69;8.446,54;8.464,25;8.350,42
09.09.2013;8.275,01;8.276,32;8.310,37;8.246,77
06.09.2013;8.222,21;8.275,67;8.295,81;8.174,32
05.09.2013;8.205,56;8.234,98;8.257,73;8.165,36
04.09.2013;8.201,56;8.195,92;8.206,87;8.095,91
03.09.2013;8.259,37;8.180,71;8.264,72;8.142,86
02.09.2013;8.224,34;8.243,87;8.268,73;8.211,03
30.08.2013;8.197,72;8.103,15;8.201,49;8.101,95
29.08.2013;8.189,02;8.194,55;8.199,29;8.129,99
28.08.2013;8.202,86;8.157,90;8.219,26;8.094,22
27.08.2013;8.378,93;8.242,56;8.423,78;8.242,56
26.08.2013;8.424,07;8.435,15;8.437,75;8.386,05
23.08.2013;8.398,28;8.416,99;8.438,44;8.360,23
22.08.2013;8.289,30;8.397,89;8.425,26;8.283,77
21.08.2013;8.301,06;8.285,41;8.310,68;8.268,42
20.08.2013;8.294,87;8.300,03;8.319,82;8.246,19
19.08.2013;8.395,02;8.366,29;8.395,41;8.329,00
16.08.2013;8.348,42;8.391,94;8.402,30;8.330,33
15.08.2013;8.418,94;8.376,29;8.422,03;8.307,98
14.08.2013;8.424,88;8.438,12;8.457,05;8.400,75
13.08.2013;8.395,82;8.415,76;8.444,52;8.383,23
12.08.2013;8.341,96;8.359,25;8.371,16;8.238,86
09.08.2013;8.332,53;8.338,31;8.374,59;8.286,41
08.08.2013;8.256,40;8.318,32;8.341,44;8.252,46
07.08.2013;8.265,33;8.260,48;8.281,52;8.228,11
06.08.2013;8.387,93;8.299,73;8.435,49;8.267,98
05.08.2013;8.416,11;8.398,38;8.435,32;8.367,34
02.08.2013;8.428,58;8.406,94;8.431,67;8.376,28
01.08.2013;8.320,38;8.410,73;8.411,30;8.316,89
31.07.2013;8.235,22;8.275,97;8.295,56;8.213,36
30.07.2013;8.302,14;8.271,02;8.333,95;8.256,40
29.07.2013;8.307,12;8.259,03;8.324,15;8.245,53
26.07.2013;8.341,78;8.244,91;8.362,04;8.217,26
25.07.2013;8.349,52;8.298,98;8.356,88;8.265,14
24.07.2013;8.325,06;8.379,11;8.415,33;8.318,48
23.07.2013;8.358,62;8.314,23;8.365,98;8.306,60
22.07.2013;8.343,28;8.331,06;8.374,47;8.310,29
19.07.2013;8.299,01;8.331,57;8.336,87;8.284,36
18.07.2013;8.239,38;8.337,09;8.337,20;8.215,66
17.07.2013;8.216,70;8.254,72;8.269,22;8.137,53
16.07.2013;8.251,51;8.201,05;8.252,25;8.178,19
15.07.2013;8.237,92;8.234,81;8.271,38;8.211,42
12.07.2013;8.192,91;8.212,77;8.244,13;8.178,20
11.07.2013;8.163,56;8.158,80;8.176,70;8.130,48
10.07.2013;8.056,51;8.066,48;8.081,21;7.990,65
09.07.2013;8.021,13;8.057,75;8.086,95;8.005,73
08.07.2013;7.865,92;7.968,54;8.015,21;7.848,14
05.07.2013;8.010,44;7.806,00;8.031,71;7.805,36
04.07.2013;7.877,91;7.994,31;8.015,08;7.863,76
03.07.2013;7.841,18;7.829,32;7.841,87;7.730,37
02.07.2013;7.988,92;7.910,77;7.988,96;7.873,97
01.07.2013;8.000,02;7.983,92;8.023,15;7.890,28
28.06.2013;8.015,53;7.959,22;8.037,68;7.906,14
27.06.2013;7.945,92;7.990,75;8.025,81;7.919,59
26.06.2013;7.810,37;7.940,99;7.960,45;7.800,85
25.06.2013;7.741,13;7.811,30;7.842,48;7.725,99
24.06.2013;7.776,88;7.692,45;7.823,84;7.655,83
21.06.2013;7.946,32;7.789,24;7.987,04;7.789,24
20.06.2013;8.085,67;7.928,48;8.085,67;7.911,96
19.06.2013;8.254,57;8.197,08;8.285,90;8.160,50
18.06.2013;8.196,44;8.229,51;8.241,60;8.176,19
17.06.2013;8.170,75;8.215,73;8.265,49;8.167,67
14.06.2013;8.157,88;8.127,96;8.188,00;8.111,38
13.06.2013;8.023,37;8.095,39;8.110,38;7.968,13
12.06.2013;8.204,91;8.143,27;8.246,08;8.122,72
11.06.2013;8.256,19;8.222,46;8.260,86;8.141,02
10.06.2013;8.246,04;8.307,69;8.355,79;8.245,94
07.06.2013;8.124,88;8.254,68;8.279,03;8.034,55
06.06.2013;8.188,82;8.098,81;8.235,09;8.098,81
05.06.2013;8.229,23;8.196,18;8.293,28;8.182,08
04.06.2013;8.358,68;8.295,96;8.384,36;8.274,94
03.06.2013;8.291,49;8.285,80;8.395,56;8.214,78
31.05.2013;8.385,38;8.348,84;8.401,63;8.297,03
30.05.2013;8.314,20;8.400,20;8.416,36;8.293,96
29.05.2013;8.437,21;8.336,58;8.445,46;8.316,70
28.05.2013;8.432,46;8.480,87;8.526,42;8.424,40
27.05.2013;8.346,60;8.383,30;8.386,86;8.338,32
24.05.2013;8.390,16;8.305,32;8.391,02;8.262,64
23.05.2013;8.410,06;8.351,98;8.412,25;8.281,11
22.05.2013;8.467,56;8.530,89;8.557,86;8.434,83
21.05.2013;8.446,78;8.472,20;8.476,18;8.397,54
20.05.2013;8.434,97;8.455,83;8.456,24;8.401,74
17.05.2013;8.356,26;8.398,00;8.408,62;8.327,47
16.05.2013;8.348,54;8.369,87;8.401,28;8.324,23
15.05.2013;8.333,61;8.362,42;8.368,06;8.299,83
14.05.2013;8.304,50;8.339,11;8.339,11;8.235,97
13.05.2013;8.281,95;8.279,29;8.294,56;8.217,15
10.05.2013;8.278,45;8.278,59;8.358,23;8.252,37
09.05.2013;8.232,50;8.262,55;8.274,18;8.224,52
08.05.2013;8.176,88;8.249,71;8.253,47;8.173,35
07.05.2013;8.125,82;8.181,78;8.206,01;8.116,67
06.05.2013;8.119,22;8.112,08;8.148,14;8.103,27
03.05.2013;7.972,28;8.122,29;8.130,16;7.957,36
02.05.2013;7.905,35;7.961,71;8.005,83;7.896,99
30.04.2013;7.928,42;7.913,71;7.965,90;7.893,08
29.04.2013;7.834,02;7.873,50;7.873,50;7.823,24
26.04.2013;7.835,59;7.814,76;7.840,47;7.767,61
25.04.2013;7.766,61;7.832,86;7.838,31;7.741,98
24.04.2013;7.656,76;7.759,03;7.767,36;7.656,22
23.04.2013;7.477,03;7.658,21;7.664,22;7.442,36
22.04.2013;7.516,06;7.478,11;7.538,22;7.437,52
19.04.2013;7.490,11;7.459,96;7.531,09;7.418,36
18.04.2013;7.519,67;7.473,73;7.556,55;7.436,78
17.04.2013;7.719,56;7.503,03;7.722,46;7.473,07
16.04.2013;7.680,78;7.682,58;7.739,66;7.639,43
15.04.2013;7.740,54;7.712,63;7.773,11;7.651,58
12.04.2013;7.831,87;7.744,77;7.838,53;7.726,13
11.04.2013;7.799,31;7.871,63;7.885,45;7.786,75
10.04.2013;7.664,16;7.810,63;7.822,12;7.660,20
09.04.2013;7.704,35;7.637,51;7.723,20;7.608,04
08.04.2013;7.669,04;7.662,64;7.698,47;7.645,56
05.04.2013;7.820,69;7.658,75;7.825,28;7.632,42
04.04.2013;7.902,86;7.817,39;7.927,93;7.803,89
03.04.2013;7.926,88;7.874,75;7.953,15;7.869,81
02.04.2013;7.806,12;7.943,87;7.949,20;7.805,92
28.03.2013;7.791,14;7.795,31;7.842,58;7.778,02
27.03.2013;7.905,96;7.789,09;7.916,76;7.750,38
26.03.2013;7.889,15;7.879,67;7.912,52;7.859,27
25.03.2013;7.988,27;7.870,90;8.030,76;7.847,97
22.03.2013;7.917,64;7.911,35;7.953,93;7.876,36
21.03.2013;7.989,59;7.932,51;7.999,34;7.887,67
20.03.2013;7.995,59;8.001,97;8.030,46;7.972,21
19.03.2013;7.980,54;7.947,79;8.000,97;7.919,45
